objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"La Granja: Deluxe Master Set","341945","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","127784102","6.79482","8.24303","3.4713","741","5866","thing","La Granja: Deluxe Master Set","1","4","120","120","90","2023","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Great Western Trail: Second Edition","341169","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640593","7.90501","8.28542","3.7105","27","23106","thing","Great Western Trail: Second Edition","1","4","150","150","75","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The Grizzled","171668","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640711","6.87867","7.12056","1.9761","634","24713","thing","The Grizzled","2","5","30","30","30","2015","3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Gùgōng","250458","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112673677","7.029","7.4263","3.0816","452","12804","thing","Gùgōng","1","5","90","90","60","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Hammer of the Scots","3685","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","129041173","6.79592","7.52772","2.9518","737","5606","thing","Hammer of the Scots","2","2","180","180","120","2002","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Hanabi","98778","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","31395526","6.92659","7.03309","1.6901","573","87090","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Hanamikoji","158600","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640834","7.23238","7.46288","1.676","268","33379","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Hannibal & Hamilcar","227460","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","128922283","6.66866","8.27867","3.8824","947","4880","thing","Hannibal & Hamilcar","2","2","200","200","40","2018","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Hansa Teutonica: Big Box","286749","0","0","0","0","0","0","0","0","0","0","1","4","","","","","","124426559","7.62417","8.3771","2.9657","0","14688","thing","Hansa Teutonica: Big Box","3","5","90","90","45","2020","3,4,5","5","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Harry Potter: Hogwarts Battle","199042","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111745487","7.06521","7.35159","2.0867","421","43461","thing","Harry Potter: Hogwarts Battle","2","4","60","60","30","2016","2,3,4","2,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Harry Potter: Hogwarts Battle – The Monster Box of Monsters Expansion","223494","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","115346148","6.64958","7.60707","2.623","0","15898","thing","Harry Potter: Hogwarts Battle – The Monster Box of Monsters Expansion","2","4","60","60","30","2017","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Heat: Pedal to the Metal","366013","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","110798001","7.79577","8.01603","2.1975","45","49957","thing","Heat: Pedal to the Metal","1","6","60","60","30","2022","1,2,3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Heat: Tunnel Vision","436904","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","135025367","6.00405","8.13825","2.1111","0","5328","thing","Heat: Tunnel Vision","1","7","60","60","30","2025","1,2,3,4,5,6,7","5,6","10+","No necessary in-game text","","","","","","expansion","","Days of Wonder","English","2025","English edition"
"Hegemony: Lead Your Class to Victory","321608","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102435","7.80901","8.42159","4.2225","44","16302","thing","Hegemony: Lead Your Class to Victory","2","4","180","180","90","2023","2,3,4","4","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Here I Stand: 500th Anniversary Edition","242722","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","129540652","6.54197","8.46605","4.5696","1190","3214","thing","Here I Stand: 500th Anniversary Edition","2","6","360","360","180","2017","2,3,4,5,6","6","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Hidden Leaders","320718","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111246598","6.20437","6.73161","1.8111","2148","6722","thing","Hidden Leaders","2","6","40","40","20","2022","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hidden Leaders: Forgotten Legends","368627","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","111246604","5.61257","7.68105","2","0","1528","thing","Hidden Leaders: Forgotten Legends","2","6","40","40","20","2023","3,4,5,6","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"High Score","341416","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","126408275","5.87128","6.63976","1.0606","3939","2366","thing","High Score","2","5","30","30","30","2023","2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","Devir","Portuguese; Spanish","2023","Spanish/Portuguese edition"
"Hive Pocket","154597","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","134218959","7.34297","7.69433","2.2288","0","34006","thing","Hive Pocket","2","2","20","20","20","2023","2","2","8+","No necessary in-game text","","","","","","standalone","","HUCH!; Maldito Games; MIPL","Serbian; Spanish","2023","Serbian/Spanish edition"
"Hive: The Pillbug","139666","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","134218968","6.72508","7.72474","2.4205","0","12262","thing","Hive: The Pillbug","2","2","20","20","20","2016","2","2","10+","No necessary in-game text","","","","","","expansion","","Gen42 Games","Catalan; Dutch; English; French; German; Greek; Hungarian; Italian; Polish; Portuguese; Russian; Spanish; Turkish","2016","Multilingual pocket edition"
"Horrified","282524","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640559","7.30764","7.60683","2.0162","228","36939","thing","Horrified","1","5","60","60","60","2019","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Hubris: Twilight of the Hellenistic World","274076","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","134621567","0","7.92857","3.75","0","6","thing","Hubris: Twilight of the Hellenistic World","1","3","500","500","30","0","1,2,3","3","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"The Hunt","376223","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130170500","5.82994","6.99033","2.1481","4305","2096","thing","The Hunt","2","2","45","45","20","2023","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Salt & Pepper Games","English","2023","Salt & Pepper English edition"
"Iberia","198928","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","112102269","7.44117","7.87689","2.5955","153","20990","thing","Iberia","2","5","45","45","45","2016","1,2,3,4,5","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"IKI","177478","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","109540727","7.02345","7.61678","3.0638","457","11278","thing","IKI","2","4","90","90","60","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Imhotep: The Duel","255674","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","125466143","6.42107","7.05819","1.9697","1474","7262","thing","Imhotep: The Duel","2","2","30","30","30","2018","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Imperial Settlers: Empires of the North","270844","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640910","6.93831","7.39985","2.8088","560","13548","thing","Imperial Settlers: Empires of the North","1","4","90","90","45","2019","1,2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Imperial Settlers: Empires of the North – Barbarian Hordes","299467","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640918","5.84442","7.99011","3.2","0","2742","thing","Imperial Settlers: Empires of the North – Barbarian Hordes","1","4","90","90","45","2020","2,3","2","","","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Egyptian Kings","330167","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640920","5.7885","8.09457","3.1667","0","2422","thing","Imperial Settlers: Empires of the North – Egyptian Kings","1","4","90","90","45","2021","","","","","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Islands Set I","284319","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640929","5.55742","7.61831","3.5","0","643","thing","Imperial Settlers: Empires of the North – Islands Set I","1","4","90","90","45","2019","2","2","","","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Japanese Islands","287558","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640912","6.02799","7.93435","3.0769","0","4077","thing","Imperial Settlers: Empires of the North – Japanese Islands","1","4","90","90","45","2019","1,2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Roman Banners","295934","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640915","5.9741","7.99253","3.1111","0","3694","thing","Imperial Settlers: Empires of the North – Roman Banners","1","4","90","90","45","2020","1,2,3","1,2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Solo Scenarios","284321","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640924","5.55234","7.73828","4","0","572","thing","Imperial Settlers: Empires of the North – Solo Scenarios","1","1","60","60","45","2019","","","","","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Treasure Islands","284320","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","97640927","5.54444","7.22817","3","0","630","thing","Imperial Settlers: Empires of the North – Treasure Islands","1","4","90","90","45","2019","","","","","","","","","","expansion","","","","",""
"Imperial Settlers: Empires of the North – Wrath of the Lighthouse","330655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","98908436","5.5513","6.9613","3.5","0","761","thing","Imperial Settlers: Empires of the North – Wrath of the Lighthouse","1","1","90","90","45","2022","1","1","","","","","","","","expansion","","","","",""
"Imperial Struggle","206480","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130929667","7.01057","8.23572","4.0556","470","7999","thing","Imperial Struggle","2","2","240","240","120","2021","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","GMT Games","English","2021","English edition, second printing"
"In the Shadows: Resistance in France 1943 - 1944","329534","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","131811630","5.62968","7.62712","2.0833","7759","630","thing","In the Shadows: Resistance in France 1943 - 1944","1","2","45","45","30","2025","1,2","2","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Insider","206051","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","126019203","6.52578","7.03076","1.1111","1221","8636","thing","Insider","4","8","15","15","15","2016","4,5,6,7,8","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Ironwood","407343","0","0","0","1","0","0","0","0","0","0","0","2","","","","","","125128354","6.31224","7.95049","2.8621","1756","3417","thing","Ironwood","1","2","60","60","30","2024","1,2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Isle of Skye: Big Box","369258","0","0","0","0","0","0","0","0","0","0","1","3","","","","","","117717553","5.88387","7.91816","2.1667","0","1521","thing","Isle of Skye: Big Box","2","5","60","60","60","2022","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
